Year,State,District,Crop,Season,Area(in Hectares),Production(in Tonnes)
2000,ANDHRA PRADESH                ,NELLORE,Rice,Rabi,132867,367510
2000,ANDHRA PRADESH                ,NELLORE,Safflower,Rabi,3,1
2000,ANDHRA PRADESH                ,NELLORE,Sesamum,Kharif,6260,1452
2000,ANDHRA PRADESH                ,NELLORE,Sesamum,Rabi,442,92
2000,ANDHRA PRADESH                ,NELLORE,Sugarcane,Whole year,7872,633231
2000,ANDHRA PRADESH                ,NELLORE,Sunflower,Kharif,2469,2634
2000,ANDHRA PRADESH                ,NELLORE,Tapioca,Whole year,25,191
2000,ANDHRA PRADESH                ,NELLORE,Tobacco,Whole year,12,28
2000,ANDHRA PRADESH                ,NELLORE,Turmeric,Whole year,137,615
2000,ANDHRA PRADESH                ,NELLORE,Urad,Kharif,456,27
2000,ANDHRA PRADESH                ,NELLORE,Urad,Rabi,28763,23125
2000,ANDHRA PRADESH                ,NIZAMABAD,Arhar,Kharif,2172,778
2000,ANDHRA PRADESH                ,NIZAMABAD,Arhar,Rabi,257,92
2000,ANDHRA PRADESH                ,NIZAMABAD,Bajra,Rabi,6778,4067
2000,ANDHRA PRADESH                ,NIZAMABAD,Castor seed,Kharif,205,72
2000,ANDHRA PRADESH                ,NIZAMABAD,Coconut ('000 Nuts),Whole year,5,56
2000,ANDHRA PRADESH                ,NIZAMABAD,Coriander,Whole year,744,194
2000,ANDHRA PRADESH                ,NIZAMABAD,Cotton(lint),Kharif,8374,13497
2000,ANDHRA PRADESH                ,NIZAMABAD,Dry chillies,Whole year,2700,5717
2000,ANDHRA PRADESH                ,NIZAMABAD,Gram,Rabi,2240,1608
2000,ANDHRA PRADESH                ,NIZAMABAD,Groundnut,Kharif,283,198
2000,ANDHRA PRADESH                ,NIZAMABAD,Groundnut,Rabi,11519,33232
2000,ANDHRA PRADESH                ,NIZAMABAD,Horse-gram,Rabi,18,4
2000,ANDHRA PRADESH                ,NIZAMABAD,Jowar,Kharif,3748,3812
2000,ANDHRA PRADESH                ,NIZAMABAD,Jowar,Rabi,22924,27532
2000,ANDHRA PRADESH                ,NIZAMABAD,Korra,Kharif,3,3
2000,ANDHRA PRADESH                ,NIZAMABAD,Linseed,Rabi,52,10
2000,ANDHRA PRADESH                ,NIZAMABAD,Maize,Kharif,50521,203650
2000,ANDHRA PRADESH                ,NIZAMABAD,Maize,Rabi,5049,21716
2000,ANDHRA PRADESH                ,NIZAMABAD,Mesta,Kharif,55,486
2000,ANDHRA PRADESH                ,NIZAMABAD,Moong,Kharif,14313,4108
2000,ANDHRA PRADESH                ,NIZAMABAD,Moong,Rabi,490,164
2000,ANDHRA PRADESH                ,NIZAMABAD,Onion,Whole year,1456,44006
2000,ANDHRA PRADESH                ,NIZAMABAD,Other  Rabi pulses,Rabi,133,21
2000,ANDHRA PRADESH                ,NIZAMABAD,Other Kharif pulses,Kharif,607,131
2000,ANDHRA PRADESH                ,NIZAMABAD,other misc. pulses,Kharif,361,95
2000,ANDHRA PRADESH                ,NIZAMABAD,other misc. pulses,Rabi,123,16
2000,ANDHRA PRADESH                ,NIZAMABAD,Potato,Whole year,5,19
2000,ANDHRA PRADESH                ,NIZAMABAD,Ragi,Kharif,4,4
2000,ANDHRA PRADESH                ,NIZAMABAD,Rapeseed &Mustard,Rabi,6,1
2000,ANDHRA PRADESH                ,NIZAMABAD,Rice,Kharif,130502,333694
2000,ANDHRA PRADESH                ,NIZAMABAD,Rice,Rabi,50212,164344
2000,ANDHRA PRADESH                ,NIZAMABAD,Safflower,Rabi,2139,937
2000,ANDHRA PRADESH                ,NIZAMABAD,Sesamum,Kharif,125,19
2000,ANDHRA PRADESH                ,NIZAMABAD,Sesamum,Rabi,1397,271
2000,ANDHRA PRADESH                ,NIZAMABAD,Sugarcane,Whole year,19262,1559952
2000,ANDHRA PRADESH                ,NIZAMABAD,Sunflower,Kharif,3210,3047
2000,ANDHRA PRADESH                ,NIZAMABAD,Tobacco,Whole year,527,327
2000,ANDHRA PRADESH                ,NIZAMABAD,Turmeric,Whole year,11308,77652
2000,ANDHRA PRADESH                ,NIZAMABAD,Urad,Kharif,16063,3984
2000,ANDHRA PRADESH                ,NIZAMABAD,Urad,Rabi,1508,798
2000,ANDHRA PRADESH                ,NIZAMABAD,Wheat,Rabi,2610,1490
2000,ANDHRA PRADESH                ,PRAKASAM,Arhar,Kharif,95553,60198
2000,ANDHRA PRADESH                ,PRAKASAM,Arhar,Rabi,420,265
2000,ANDHRA PRADESH                ,PRAKASAM,Bajra,Kharif,28546,42876
2000,ANDHRA PRADESH                ,PRAKASAM,Bajra,Rabi,1807,2714
2000,ANDHRA PRADESH                ,PRAKASAM,Castor seed,Kharif,25057,7717
2000,ANDHRA PRADESH                ,PRAKASAM,Coconut ('000 Nuts),Whole year,209,2240
2000,ANDHRA PRADESH                ,PRAKASAM,Coriander,Whole year,3057,2268
2000,ANDHRA PRADESH                ,PRAKASAM,Cotton(lint),Kharif,47128,61544
2000,ANDHRA PRADESH                ,PRAKASAM,Dry chillies,Whole year,20990,40168
2000,ANDHRA PRADESH                ,PRAKASAM,Gram,Rabi,33592,79882
2000,ANDHRA PRADESH                ,PRAKASAM,Groundnut,Kharif,4844,4190
2000,ANDHRA PRADESH                ,PRAKASAM,Groundnut,Rabi,9927,12180
2000,ANDHRA PRADESH                ,PRAKASAM,Horse-gram,Kharif,15,8
2000,ANDHRA PRADESH                ,PRAKASAM,Horse-gram,Rabi,1218,257
2000,ANDHRA PRADESH                ,PRAKASAM,Jowar,Kharif,2992,1110
2000,ANDHRA PRADESH                ,PRAKASAM,Jowar,Rabi,6206,4996
2000,ANDHRA PRADESH                ,PRAKASAM,Korra,Kharif,1321,1263
2000,ANDHRA PRADESH                ,PRAKASAM,Korra,Rabi,20,19
2000,ANDHRA PRADESH                ,PRAKASAM,Maize,Kharif,12141,42093
2000,ANDHRA PRADESH                ,PRAKASAM,Maize,Rabi,3137,16890
2000,ANDHRA PRADESH                ,PRAKASAM,Mesta,Kharif,1,9
2000,ANDHRA PRADESH                ,PRAKASAM,Moong,Kharif,30049,12170
2000,ANDHRA PRADESH                ,PRAKASAM,Moong,Rabi,3199,2514
2000,ANDHRA PRADESH                ,PRAKASAM,Onion,Whole year,229,3398
2000,ANDHRA PRADESH                ,PRAKASAM,Other  Rabi pulses,Rabi,134,66
2000,ANDHRA PRADESH                ,PRAKASAM,Other Kharif pulses,Kharif,6,3
2000,ANDHRA PRADESH                ,PRAKASAM,Ragi,Kharif,150,142
2000,ANDHRA PRADESH                ,PRAKASAM,Ragi,Rabi,5951,12241
2000,ANDHRA PRADESH                ,PRAKASAM,Rice,Kharif,50601,156559
2000,ANDHRA PRADESH                ,PRAKASAM,Rice,Rabi,96893,316840
2000,ANDHRA PRADESH                ,PRAKASAM,Samai,Kharif,180,120
2000,ANDHRA PRADESH                ,PRAKASAM,Samai,Rabi,59,39
2000,ANDHRA PRADESH                ,PRAKASAM,Sesamum,Kharif,24475,4479
2000,ANDHRA PRADESH                ,PRAKASAM,Sesamum,Rabi,2303,481
2000,ANDHRA PRADESH                ,PRAKASAM,Sugarcane,Whole year,272,21836
2000,ANDHRA PRADESH                ,PRAKASAM,Sunflower,Kharif,4622,7021
2000,ANDHRA PRADESH                ,PRAKASAM,Tobacco,Whole year,6985,14894
2000,ANDHRA PRADESH                ,PRAKASAM,Turmeric,Whole year,246,1105
2000,ANDHRA PRADESH                ,PRAKASAM,Urad,Kharif,3130,185
2000,ANDHRA PRADESH                ,PRAKASAM,Urad,Rabi,35024,29350
2000,ANDHRA PRADESH                ,PRAKASAM,Varagu,Kharif,7,5
2000,ANDHRA PRADESH                ,PRAKASAM,Varagu,Rabi,1500,1134
2000,ANDHRA PRADESH                ,RANGAREDDY,Arhar,Kharif,35400,12178
2000,ANDHRA PRADESH                ,RANGAREDDY,Arhar,Rabi,6,2
2000,ANDHRA PRADESH                ,RANGAREDDY,Bajra,Kharif,1102,661
2000,ANDHRA PRADESH                ,RANGAREDDY,Bajra,Rabi,39,23
2000,ANDHRA PRADESH                ,RANGAREDDY,Castor seed,Kharif,12329,4426
2000,ANDHRA PRADESH                ,RANGAREDDY,Coconut ('000 Nuts),Whole year,23,236
2000,ANDHRA PRADESH                ,RANGAREDDY,Coriander,Whole year,298,78
2000,ANDHRA PRADESH                ,RANGAREDDY,Cotton(lint),Kharif,14424,19769
2000,ANDHRA PRADESH                ,RANGAREDDY,Dry chillies,Whole year,3102,6298
2000,ANDHRA PRADESH                ,RANGAREDDY,Gram,Rabi,4580,3288
2000,ANDHRA PRADESH                ,RANGAREDDY,Groundnut,Kharif,1254,900
2000,ANDHRA PRADESH                ,RANGAREDDY,Groundnut,Rabi,4879,7860
2000,ANDHRA PRADESH                ,RANGAREDDY,Horse-gram,Kharif,1193,719
2000,ANDHRA PRADESH                ,RANGAREDDY,Horse-gram,Rabi,271,53
2000,ANDHRA PRADESH                ,RANGAREDDY,Jowar,Kharif,58021,50246
2000,ANDHRA PRADESH                ,RANGAREDDY,Jowar,Rabi,16843,13154
2000,ANDHRA PRADESH                ,RANGAREDDY,Korra,Kharif,73,71
2000,ANDHRA PRADESH                ,RANGAREDDY,Linseed,Rabi,137,27
2000,ANDHRA PRADESH                ,RANGAREDDY,Maize,Kharif,11419,22415
2000,ANDHRA PRADESH                ,RANGAREDDY,Maize,Rabi,487,2237
2000,ANDHRA PRADESH                ,RANGAREDDY,Moong,Kharif,23663,8637
2000,ANDHRA PRADESH                ,RANGAREDDY,Niger seed,Kharif,376,122
2000,ANDHRA PRADESH                ,RANGAREDDY,Onion,Whole year,2710,47482
2000,ANDHRA PRADESH                ,RANGAREDDY,Other Kharif pulses,Kharif,548,99
2000,ANDHRA PRADESH                ,RANGAREDDY,other misc. pulses,Kharif,169,44
2000,ANDHRA PRADESH                ,RANGAREDDY,Potato,Whole year,160,585
2000,ANDHRA PRADESH                ,RANGAREDDY,Ragi,Kharif,5312,5169
2000,ANDHRA PRADESH                ,RANGAREDDY,Ragi,Rabi,358,620
2000,ANDHRA PRADESH                ,RANGAREDDY,Rapeseed &Mustard,Rabi,7,2
2000,ANDHRA PRADESH                ,RANGAREDDY,Rice,Kharif,39103,100573
2000,ANDHRA PRADESH                ,RANGAREDDY,Rice,Rabi,18996,47642
2000,ANDHRA PRADESH                ,RANGAREDDY,Safflower,Rabi,3106,1360
2000,ANDHRA PRADESH                ,RANGAREDDY,Samai,Kharif,255,126
2000,ANDHRA PRADESH                ,RANGAREDDY,Sesamum,Kharif,1665,291
2000,ANDHRA PRADESH                ,RANGAREDDY,Sugarcane,Whole year,1398,62140
2000,ANDHRA PRADESH                ,RANGAREDDY,Sunflower,Kharif,934,772
2000,ANDHRA PRADESH                ,RANGAREDDY,Tapioca,Whole year,60,459
2000,ANDHRA PRADESH                ,RANGAREDDY,Turmeric,Whole year,6843,34413
2000,ANDHRA PRADESH                ,RANGAREDDY,Urad,Kharif,9436,2689
2000,ANDHRA PRADESH                ,RANGAREDDY,Urad,Rabi,31,16
2000,ANDHRA PRADESH                ,RANGAREDDY,Wheat,Rabi,2156,1468
2000,ANDHRA PRADESH                ,SRIKAKULAM,Arhar,Kharif,1758,974
2000,ANDHRA PRADESH                ,SRIKAKULAM,Bajra,Kharif,4203,7263
2000,ANDHRA PRADESH                ,SRIKAKULAM,Coconut ('000 Nuts),Whole year,13576,99117
2000,ANDHRA PRADESH                ,SRIKAKULAM,Cotton(lint),Kharif,1836,3467
2000,ANDHRA PRADESH                ,SRIKAKULAM,Dry chillies,Whole year,3061,6327
2000,ANDHRA PRADESH                ,SRIKAKULAM,Groundnut,Kharif,33753,31863
2000,ANDHRA PRADESH                ,SRIKAKULAM,Groundnut,Rabi,6069,5935
2000,ANDHRA PRADESH                ,SRIKAKULAM,Horse-gram,Kharif,1,1
2000,ANDHRA PRADESH                ,SRIKAKULAM,Horse-gram,Rabi,14551,5311
2000,ANDHRA PRADESH                ,SRIKAKULAM,Jowar,Kharif,376,139
2000,ANDHRA PRADESH                ,SRIKAKULAM,Jowar,Rabi,63,51
2000,ANDHRA PRADESH                ,SRIKAKULAM,Korra,Kharif,132,126
2000,ANDHRA PRADESH                ,SRIKAKULAM,Maize,Kharif,242,630
2000,ANDHRA PRADESH                ,SRIKAKULAM,Maize,Rabi,11,59
2000,ANDHRA PRADESH                ,SRIKAKULAM,Mesta,Kharif,19049,141915
2000,ANDHRA PRADESH                ,SRIKAKULAM,Moong,Kharif,214,95
2000,ANDHRA PRADESH                ,SRIKAKULAM,Moong,Rabi,23346,10926
2000,ANDHRA PRADESH                ,SRIKAKULAM,Onion,Whole year,1118,18976
2000,ANDHRA PRADESH                ,SRIKAKULAM,Other Kharif pulses,Kharif,82,51
2000,ANDHRA PRADESH                ,SRIKAKULAM,other misc. pulses,Kharif,82,51
2000,ANDHRA PRADESH                ,SRIKAKULAM,Potato,Whole year,7,60
2000,ANDHRA PRADESH                ,SRIKAKULAM,Ragi,Kharif,3184,2738
2000,ANDHRA PRADESH                ,SRIKAKULAM,Ragi,Rabi,1024,1318
2000,ANDHRA PRADESH                ,SRIKAKULAM,Rice,Kharif,207461,399155
2000,ANDHRA PRADESH                ,SRIKAKULAM,Rice,Rabi,1100,2012
2000,ANDHRA PRADESH                ,SRIKAKULAM,Samai,Kharif,109,47
2000,ANDHRA PRADESH                ,SRIKAKULAM,Sesamum,Kharif,2008,466
2000,ANDHRA PRADESH                ,SRIKAKULAM,Sesamum,Rabi,3847,604
2000,ANDHRA PRADESH                ,SRIKAKULAM,Sugarcane,Whole year,2733,207156
2000,ANDHRA PRADESH                ,SRIKAKULAM,Sunflower,Kharif,92,136
2000,ANDHRA PRADESH                ,SRIKAKULAM,Tapioca,Whole year,191,1462
2000,ANDHRA PRADESH                ,SRIKAKULAM,Tobacco,Whole year,44,103
2000,ANDHRA PRADESH                ,SRIKAKULAM,Turmeric,Whole year,265,1190
2000,ANDHRA PRADESH                ,SRIKAKULAM,Urad,Kharif,160,9
2000,ANDHRA PRADESH                ,SRIKAKULAM,Urad,Rabi,32115,11240
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Arhar,Kharif,6121,2032
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Arhar,Rabi,42,14
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Bajra,Kharif,17746,19663
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Castor seed,Kharif,8,2
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Coconut ('000 Nuts),Whole year,7229,60016
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Cotton(lint),Kharif,1119,2113
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Dry chillies,Whole year,4946,11553
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Gram,Rabi,27,64
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Groundnut,Kharif,17715,19557
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Groundnut,Rabi,2267,3568
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Horse-gram,Kharif,392,199
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Horse-gram,Rabi,6195,1592
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Jowar,Kharif,1492,554
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Jowar,Rabi,198,173
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Korra,Kharif,276,264
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Maize,Kharif,6704,6979
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Maize,Rabi,901,4851
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Mesta,Kharif,365,3222
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Moong,Kharif,2537,1126
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Moong,Rabi,2556,856
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Niger seed,Kharif,17218,5510
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Onion,Whole year,419,7029
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Other  Rabi pulses,Rabi,653,321
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Other Kharif pulses,Kharif,3312,1615
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,other misc. pulses,Kharif,1005,628
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,other misc. pulses,Rabi,1,0
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Potato,Whole year,136,1163
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Ragi,Kharif,34119,32038
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Ragi,Rabi,1529,2740
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Rapeseed &Mustard,Rabi,226,17
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Rice,Kharif,115239,183345
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Rice,Rabi,2969,6683
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Samai,Kharif,23523,10139
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Sesamum,Kharif,11432,3132
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Sesamum,Rabi,3849,1016
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Sugarcane,Whole year,42621,2589914
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Tapioca,Whole year,554,3005
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Tobacco,Whole year,2993,6021
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Turmeric,Whole year,1499,3097
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Urad,Kharif,2359,139
2000,ANDHRA PRADESH                ,VISAKHAPATNAM,Urad,Rabi,2755,2215
2000,ANDHRA PRADESH                ,VIZIANAGARM,Arhar,Kharif,1304,722
2000,ANDHRA PRADESH                ,VIZIANAGARM,Bajra,Kharif,3619,4082
2000,ANDHRA PRADESH                ,VIZIANAGARM,Castor seed,Kharif,2,1
2000,ANDHRA PRADESH                ,VIZIANAGARM,Coconut ('000 Nuts),Whole year,2962,31704
2000,ANDHRA PRADESH                ,VIZIANAGARM,Cotton(lint),Kharif,9874,18644
2000,ANDHRA PRADESH                ,VIZIANAGARM,Dry chillies,Whole year,2714,5812
2000,ANDHRA PRADESH                ,VIZIANAGARM,Gram,Rabi,71,169
2000,ANDHRA PRADESH                ,VIZIANAGARM,Groundnut,Kharif,55657,52540
2000,ANDHRA PRADESH                ,VIZIANAGARM,Groundnut,Rabi,4604,2868
2000,ANDHRA PRADESH                ,VIZIANAGARM,Horse-gram,Rabi,25968,2934
2000,ANDHRA PRADESH                ,VIZIANAGARM,Jowar,Kharif,541,201
2000,ANDHRA PRADESH                ,VIZIANAGARM,Jowar,Rabi,17,15
2000,ANDHRA PRADESH                ,VIZIANAGARM,Korra,Kharif,808,772
2000,ANDHRA PRADESH                ,VIZIANAGARM,Maize,Kharif,1475,3841
2000,ANDHRA PRADESH                ,VIZIANAGARM,Maize,Rabi,1810,9745
2000,ANDHRA PRADESH                ,VIZIANAGARM,Mesta,Kharif,58199,539957
2000,ANDHRA PRADESH                ,VIZIANAGARM,Moong,Kharif,497,221
2000,ANDHRA PRADESH                ,VIZIANAGARM,Moong,Rabi,14573,6470
2000,ANDHRA PRADESH                ,VIZIANAGARM,Niger seed,Kharif,510,252
2000,ANDHRA PRADESH                ,VIZIANAGARM,Onion,Whole year,528,8894
2000,ANDHRA PRADESH                ,VIZIANAGARM,Other  Rabi pulses,Rabi,20,10
2000,ANDHRA PRADESH                ,VIZIANAGARM,Ragi,Kharif,8461,8571
2000,ANDHRA PRADESH                ,VIZIANAGARM,Ragi,Rabi,1544,2327
2000,ANDHRA PRADESH                ,VIZIANAGARM,Rice,Kharif,129907,214347
2000,ANDHRA PRADESH                ,VIZIANAGARM,Rice,Rabi,2163,5996
2000,ANDHRA PRADESH                ,VIZIANAGARM,Samai,Kharif,3614,2330
2000,ANDHRA PRADESH                ,VIZIANAGARM,Sesamum,Kharif,24814,6675
2000,ANDHRA PRADESH                ,VIZIANAGARM,Sesamum,Rabi,3589,725
2000,ANDHRA PRADESH                ,VIZIANAGARM,Sugarcane,Whole year,10184,750054
2000,ANDHRA PRADESH                ,VIZIANAGARM,Tapioca,Whole year,203,1567
2000,ANDHRA PRADESH                ,VIZIANAGARM,Tobacco,Whole year,1709,3987
2000,ANDHRA PRADESH                ,VIZIANAGARM,Turmeric,Whole year,33,148
2000,ANDHRA PRADESH                ,VIZIANAGARM,Urad,Kharif,329,19
2000,ANDHRA PRADESH                ,VIZIANAGARM,Urad,Rabi,7099,5708
2000,ANDHRA PRADESH                ,WARANGAL,Arhar,Kharif,31026,8749
2000,ANDHRA PRADESH                ,WARANGAL,Arhar,Rabi,241,68
2000,ANDHRA PRADESH                ,WARANGAL,Bajra,Kharif,79,47
2000,ANDHRA PRADESH                ,WARANGAL,Bajra,Rabi,15,9
2000,ANDHRA PRADESH                ,WARANGAL,Castor seed,Kharif,3268,1883
2000,ANDHRA PRADESH                ,WARANGAL,Coriander,Whole year,294,77
2000,ANDHRA PRADESH                ,WARANGAL,Cotton(lint),Kharif,140591,353959
2000,ANDHRA PRADESH                ,WARANGAL,Dry chillies,Whole year,28672,68014
2000,ANDHRA PRADESH                ,WARANGAL,Gram,Rabi,456,327
2000,ANDHRA PRADESH                ,WARANGAL,Groundnut,Kharif,24455,22401
2000,ANDHRA PRADESH                ,WARANGAL,Groundnut,Rabi,24350,36622
2000,ANDHRA PRADESH                ,WARANGAL,Horse-gram,Rabi,1068,209
2000,ANDHRA PRADESH                ,WARANGAL,Jowar,Kharif,1401,793
2000,ANDHRA PRADESH                ,WARANGAL,Jowar,Rabi,9491,3236
2000,ANDHRA PRADESH                ,WARANGAL,Maize,Kharif,49047,111190
2000,ANDHRA PRADESH                ,WARANGAL,Maize,Rabi,13746,49568
2000,ANDHRA PRADESH                ,WARANGAL,Moong,Kharif,31330,10308
2000,ANDHRA PRADESH                ,WARANGAL,Moong,Rabi,34,11
2000,ANDHRA PRADESH                ,WARANGAL,Onion,Whole year,281,6995
2000,ANDHRA PRADESH                ,WARANGAL,Other  Rabi pulses,Rabi,627,125
2000,ANDHRA PRADESH                ,WARANGAL,Other Kharif pulses,Kharif,604,116
2000,ANDHRA PRADESH                ,WARANGAL,other misc. pulses,Kharif,244,64
2000,ANDHRA PRADESH                ,WARANGAL,other misc. pulses,Rabi,501,67
2000,ANDHRA PRADESH                ,WARANGAL,Rice,Kharif,162922,464979
2000,ANDHRA PRADESH                ,WARANGAL,Rice,Rabi,62179,185045
2000,ANDHRA PRADESH                ,WARANGAL,Sesamum,Kharif,27080,4495
2000,ANDHRA PRADESH                ,WARANGAL,Sesamum,Rabi,382,74
2000,ANDHRA PRADESH                ,WARANGAL,Sunflower,Kharif,2235,3679
2000,ANDHRA PRADESH                ,WARANGAL,Tobacco,Whole year,278,455
2000,ANDHRA PRADESH                ,WARANGAL,Turmeric,Whole year,14633,55810
2000,ANDHRA PRADESH                ,WARANGAL,Urad,Rabi,267,141
2000,ANDHRA PRADESH                ,WARANGAL,Wheat,Rabi,8,5
2000,ANDHRA PRADESH                ,WEST GODAVARI,Arhar,Kharif,436,242
2000,ANDHRA PRADESH                ,WEST GODAVARI,Arhar,Rabi,256,142
2000,ANDHRA PRADESH                ,WEST GODAVARI,Castor seed,Kharif,276,84
2000,ANDHRA PRADESH                ,WEST GODAVARI,Coconut ('000 Nuts),Whole year,21657,250628
2000,ANDHRA PRADESH                ,WEST GODAVARI,Cotton(lint),Kharif,2028,3829
2000,ANDHRA PRADESH                ,WEST GODAVARI,Dry chillies,Whole year,5110,7566
2000,ANDHRA PRADESH                ,WEST GODAVARI,Gram,Rabi,5,12
2000,ANDHRA PRADESH                ,WEST GODAVARI,Groundnut,Kharif,790,1005
